prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
64	0	343862	1472	449937	0	rand	2	0.0	0.0	2261
64	1	343862	3244	449937	1895	rand	4	295741.004831	156.063854792	2261
64	1	343862	4855	449937	5335	rand	6	292301.004831	54.7893167443	2261
64	1	343862	10613	449937	31672	rand	8	265964.004831	8.39744900325	2261
64	2	343862	14809	449937	52647	rand	10	542625.009662	10.306855275	2261
64	1	343862	18261	449937	72115	rand	12	225521.004831	3.12724127894	2261
64	3	343862	21478	449937	95063	rand	14	797845.014493	8.39280282016	2261
64	2	343862	24534	449937	121230	rand	16	474042.009662	3.91026981491	2261
64	2	343862	27747	449937	153915	rand	18	441357.009662	2.86753733984	2261
64	3	343862	31131	449937	191768	rand	20	701140.014493	3.65618880362	2261
64	2	343862	44381	449937	407760	rand	25	187512.009662	0.45985876413	2261
64	6	253920	41194	449937	449941	rand	30	1335890.02899	2.96913276624	2261
64	7	196797	36993	449937	449942	rand	35	1633530.03382	3.63069606247	2261
64	5	164033	34277	449937	449951	rand	40	1038255.02415	2.30761799001	2261
64	5	138913	32043	449937	449947	rand	45	1038247.02415	2.30755917915	2261
64	5	122171	30179	449937	449954	rand	50	1038246.02415	2.30755182794	2261
64	4	106803	28115	449937	449945	rand	55	740620.019324	1.64610027321	2261
64	2	93238	26182	449937	449959	rand	60	145335.009662	0.323011909805	2261
64	3	82416	24437	449937	449942	rand	65	442986.014493	0.984584026771	2261
64	1	74352	23093	449937	449952	rand	70	-152299.995169	-0.338492574875	2261
64	2	64527	21142	449937	449947	rand	75	145359.009662	0.323082484084	2261
64	2	57803	19681	449937	449985	rand	80	145337.009662	0.323017790707	2261
64	0	51537	18398	449937	449980	rand	85	-449929.0	-1.0	2261
64	2	46408	17466	449937	449959	rand	90	145349.009662	0.32305307722	2261
64	1	43192	16831	449937	449968	rand	95	-152261.995169	-0.338436701584	2261
64	1	40173	16255	449937	449967	rand	100	-152279.995169	-0.338463169056	2261
64	3	35571	15244	449937	449944	rand	110	443014.014493	0.984707541094	2261
64	2	31165	14288	449937	449954	rand	120	145368.009662	0.32310895138	2261
64	2	28411	13573	449937	449978	rand	130	145395.009662	0.323188359622	2261
64	2	25909	12908	449937	449941	rand	140	145353.009662	0.323064839809	2261
64	0	23961	12415	449937	449957	rand	150	-449934.0	-1.0	2261
64	1	21978	11843	449937	449968	rand	160	-152261.995169	-0.338436701584	2261
64	1	20817	11442	449937	450077	rand	170	-152273.995169	-0.338454346801	2261
64	0	19216	10995	449937	450060	rand	180	-449924.0	-1.0	2261
64	0	18244	10622	449937	449997	rand	190	-449897.0	-1.0	2261
64	0	17268	10298	449937	449943	rand	200	-449913.0	-1.0	2261
64	0	16405	9969	449937	449966	rand	210	-449866.0	-1.0	2261
64	1	15676	9766	449937	449994	rand	220	-152294.995169	-0.338485223666	2261
64	0	14680	9360	449937	449974	rand	230	-449873.0	-1.0	2261
64	2	13927	9085	449937	450017	rand	240	145398.009662	0.323197183349	2261
