prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
64	34	34049	6689	533746	533864	lin	120	3495776.11193	6.54977022236	3358
64	29	30517	6532	533746	533781	lin	130	2903265.419	5.44027009418	3358
64	28	27490	6379	533746	533752	lin	140	2784756.68041	5.21826172743	3358
64	26	25435	6271	533746	533803	lin	150	2547765.20324	4.77451136064	3358
64	23	23363	6146	533746	533838	lin	160	2192163.98748	4.10767599659	3358
64	20	21482	6012	533746	533855	lin	170	1836560.77172	3.44096642096	3358
64	20	20185	5954	533746	533807	lin	180	1836700.77172	3.44213160516	3358
64	18	19123	5904	533746	533773	lin	190	1599667.29455	2.99788847513	3358
64	18	18122	5883	533746	533828	lin	200	1599688.29455	2.9980458201	3358
64	16	17219	5858	533746	533847	lin	210	1362509.81738	2.55282638916	3358
64	15	16442	5810	533746	533763	lin	220	1243978.07879	2.33066865288	3358
64	14	15785	5779	533746	533831	lin	230	1125463.34021	2.10862407602	3358
64	14	15122	5726	533746	533793	lin	240	1125675.34021	2.10985929628	3358
64	14	14586	5701	533746	533834	lin	250	1125608.34021	2.10946881399	3358
64	12	14043	5621	533746	533855	lin	260	888557.863034	1.66515409503	3358
64	11	13540	5580	533746	533858	lin	270	770040.124448	1.44304418567	3358
64	10	13093	5547	533746	533837	lin	280	651542.385862	1.22102001642	3358
64	10	12774	5533	533746	533752	lin	290	651419.385862	1.22050817244	3358
64	10	12473	5527	533746	533778	lin	300	651535.385862	1.22099088076	3358
64	10	12191	5518	533746	533897	lin	310	651486.385862	1.22078695251	3358
64	10	11938	5512	533746	533834	lin	320	651410.385862	1.22047072971	3358
64	10	11725	5510	533746	533816	lin	330	651567.385862	1.2211240786	3358
64	10	11517	5512	533746	533803	lin	340	651580.385862	1.22117819479	3358
64	8	11264	5499	533746	533757	lin	350	414427.908689	0.776533022334	3358
64	8	11113	5501	533746	533775	lin	360	414578.908689	0.777035809358	3358
64	8	10927	5477	533746	533821	lin	370	414528.908689	0.776869292075	3358
64	7	10742	5477	533746	533913	lin	380	295892.170103	0.554405230739	3358
64	7	10596	5470	533746	533877	lin	390	295875.170103	0.55435572071	3358
64	5	10433	5460	533746	533807	lin	400	-59573.0456554	-0.111636943915	3358
64	4	9793	5399	533746	533866	lin	450	-59677.0456554	-0.111810044021	3358
64	4	9252	5380	533746	533774	lin	500	-59639.0456554	-0.111746803727	3358
64	4	8876	5374	533746	533933	lin	550	-59642.0456554	-0.111751796709	3358
64	4	8520	5347	533746	533791	lin	600	-59637.0456554	-0.111743475041	3358
64	4	8182	5340	533746	533900	lin	650	-59605.0456554	-0.111690212672	3358
64	4	7942	5334	533746	533963	lin	700	-59686.0456554	-0.111825020666	3358
64	4	7696	5311	533746	533807	lin	750	-59673.0456554	-0.111803387572	3358
64	48	48936	7199	533746	533818	mcpc	1	5154963.45214	9.65811972057	3358
64	0	300928	31	533746	31	const	2	-31.0	-1.0	3358
64	0	300928	107	533746	238	const	4	-238.0	-1.0	3358
64	0	300928	1027	533746	4435	const	6	-4435.0	-1.0	3358
64	0	300928	1285	533746	6163	const	8	-6163.0	-1.0	3358
64	0	300928	1884	533746	11242	const	10	-11242.0	-1.0	3358
64	0	300928	3713	533746	31085	const	12	-31085.0	-1.0	3358
64	1	300928	4662	533746	42550	const	14	75964.7385862	1.78530525467	3358
64	1	300928	7146	533746	78429	const	16	40085.7385862	0.511108628009	3358
64	1	300928	9919	533746	124505	const	18	-5990.26141384	-0.0481126172752	3358
64	3	300928	12302	533746	167549	const	20	187995.215758	1.12203126105	3358
64	7	300928	26752	533746	485734	const	25	343869.170103	0.707937204526	3358
64	6	281295	28083	533746	533749	const	30	177360.431517	0.332304903466	3358
64	3	182678	25853	533746	533764	const	35	-178191.784242	-0.333857533015	3358
64	4	168918	24876	533746	533761	const	40	-59680.0456554	-0.111815036292	3358
64	5	151882	23573	533746	533760	const	45	58845.6929308	0.110254086221	3358
64	5	121331	21824	533746	533753	const	50	58855.6929308	0.110274888482	3358
64	5	106626	20852	533746	533755	const	55	58836.6929308	0.110235364853	3358
64	7	81654	17900	533746	533752	const	60	295873.170103	0.554349896208	3358
64	7	67453	15838	533746	533753	const	65	295872.170103	0.554346983973	3358
64	5	53876	13324	533746	533814	const	70	58827.6929308	0.110216644117	3358
64	3	41082	12128	533746	533806	const	75	-178190.784242	-0.333856284938	3358
64	3	34059	11344	533746	533786	const	80	-178179.784242	-0.333842555781	3358
64	4	28802	10716	533746	533781	const	85	-59660.0456554	-0.111781753423	3358
64	2	25983	10319	533746	533764	const	90	-296713.522828	-0.555910846283	3358
64	2	24471	10082	533746	533799	const	95	-296688.522828	-0.555890044607	3358
64	2	18393	9114	533746	533789	const	100	-296688.522828	-0.555890044607	3358
64	1	15008	8471	533746	533818	const	110	-415222.261414	-0.777952927029	3358
64	0	12725	7921	533746	533771	const	120	-533693.0	-1.0	3358
64	1	11463	7633	533746	533827	const	130	-415208.261414	-0.777947102549	3358
64	1	10826	7470	533746	533753	const	140	-415143.261414	-0.777920056317	3358
64	0	10231	7277	533746	533768	const	150	-533692.0	-1.0	3358
64	0	9642	7076	533746	533770	const	160	-533675.0	-1.0	3358
64	0	8743	6745	533746	533774	const	170	-533733.0	-1.0	3358
64	0	8350	6600	533746	533848	const	180	-533741.0	-1.0	3358
64	0	7974	6461	533746	533837	const	190	-533737.0	-1.0	3358
64	1	7522	6264	533746	533820	const	200	-415205.261414	-0.777945854407	3358
64	2	7052	6043	533746	533810	const	210	-296680.522828	-0.555883387659	3358
64	2	6680	5877	533746	533815	const	220	-296604.522828	-0.5558201367	3358
64	2	6266	5682	533746	533796	const	230	-296598.522828	-0.555815142436	3358
64	2	5573	5321	533746	533881	const	240	-296615.522828	-0.555829292559	3358
64	2	5271	5150	533746	533841	const	250	-296692.522828	-0.555893373006	3358
64	2	5110	5056	533746	533776	const	260	-296643.522828	-0.555852596679	3358
64	2	4980	4980	533746	533800	const	270	-296614.522828	-0.555828460224	3358
64	2	4980	4980	533746	533800	const	280	-296614.522828	-0.555828460224	3358
64	2	4980	4980	533746	533800	const	290	-296614.522828	-0.555828460224	3358
64	2	4980	4980	533746	533800	const	300	-296614.522828	-0.555828460224	3358
64	199	300928	2111	533746	254661	ortb	20	23329771.9786	91.6110907388	3358
64	204	300928	4586	533746	356215	ortb	50	23820791.6716	66.8719500065	3358
64	209	300928	7442	533746	450039	ortb	80	24319541.3645	54.0387418968	3358
64	198	273578	9876	533746	533748	ortb	110	22932181.2401	42.9653204482	3358
64	124	181287	10735	533746	533754	ortb	140	14162095.5847	26.5340949853	3358
64	104	147225	11513	533746	533782	ortb	170	11791836.813	22.0946696489	3358
64	70	108658	11897	533746	533792	ortb	200	7762312.70103	14.5438193151	3358
64	63	91810	11832	533746	533790	ortb	230	6932877.53093	12.9938422586	3358
